mouse_gene,human_gene
P2rx2,P2RX2
Snora68,SNORA68
Gm24256,RNU4-91P
Gm22479,RNU4-91P
Gm25852,SNORA63E
Slc5a5,SLC5A5
Gm56216,RNU6-1109P
Zranb1,ZRANB1
B4galt5,B4GALT5
Ppp1r3c,PPP1R3C
Mrgpra2b,MRGPRX3
Mrgprb8,MRGPRX3
Mrgprb4,MRGPRX3
Mrgprb3,MRGPRX3
Mrgpra3,MRGPRX3
Mrgpra9,MRGPRX3
Mrgpra4,MRGPRX3
Mrgprb5,MRGPRX3
Mrgpra6,MRGPRX3
Mrgprx1,MRGPRX3
Mrgpra2a,MRGPRX3
Mrgprb1,MRGPRX3
Mrgpra1,MRGPRX3
Mrgprb2,MRGPRX3
Mrgprx2,MRGPRX3
Pcnp,PCNP
Or5an1,OR5AN1
Or5an10,OR5AN1
Or5an1b,OR5AN1
Or5an1c,OR5AN1
Or5an11,OR5AN1
Or5an9,OR5AN1
Tpst2,TPST2
Or51l1,OR51L1
Ncr1,NCR1
Or8j3,OR8J1
D7Ertd443e,C10orf90
Or8d4,OR8D4
Or4s2,OR4S2
Or4s2b,OR4S2
Or4c102,OR4C6
Or4c123,OR4C6
Or8h6,OR8H2
Or8h8,OR8H2
Or8h9,OR8H2
Or8h7,OR8H2
Or8h10,OR8H2
Gm22221,RNU6-1174P
Or52n5,OR52N5
Fancd2os,FANCD2OS
Or56a4,OR56A4
Or56a5,OR56A4
Or52a5,OR52A5
Or52a5b,OR52A5
Or8d1b,OR8D1
Or8d23,OR8D1
Or8d1,OR8D1
Or5b104,OR5B3
Or5b96,OR5B3
Or5b109,OR5B3
Or5b110,OR5B3
Or5b105,OR5B3
Or5b108,OR5B3
Or5b100,OR5B3
Or5b111,OR5B3
Or5b97,OR5B3
Or5b3,OR5B3
Or5b101,OR5B3
Or5b112,OR5B3
Or5b107,OR5B3
Or5b106,OR5B3
Or5b102,OR5B3
Or5b113,OR5B3
Rspo4,RSPO4
Or5a21,OR5A2
Or10g9b,OR10G7
Or10g9,OR10G7
Or10g7,OR10G7
Htr7,HTR7
Or52n1,OR52N1
Or5b99,OR5B2
Or5m3b,OR5M3
Or5m3,OR5M3
Gm54396,MIR378B
Or8b8,OR8B8
Semg1,SEMG1
Svs3a,SEMG1
Svs3b,SEMG1
Mir425,MIR425
Gm55600,MIR191
Sntn,SNTN
Matn4,MATN4
Rdh13,RDH13
Thoc7,THOC7
Yes1,YES1
Il17b,IL17B
Gm55831,RNU6-1121P
Mir143,MIR143
Mir145a,MIR145
Rnf145,RNF145
Kcnma1,KCNMA1
Strit1,STRIT1
Nudt16,NUDT16
Nudt16l2,NUDT16
Hif3a,HIF3A
Nherf4,NHERF4
Dipk2a,DIPK2A
Mir1224,MIR1224
Zfp78,PRDM9
Cbs,CBS
Rtf2,RTF2
Cabp2,CABP2
Camk2n2,CAMK2N2
Msantd5f5,MSANTD5
Msantd5f6,MSANTD5
Msantd5f8,MSANTD5
Msantd5f7,MSANTD5
Msantd5f4,MSANTD5
Msantd5f9,MSANTD5
Msantd5l,MSANTD5
Msantd5f2,MSANTD5
Msantd5f3,MSANTD5
Msantd5f1,MSANTD5
Msantd5f10,MSANTD5
Msantd5,MSANTD5
Gm38423,MSANTD5
Snord66,SNORD66
Gm25797,RNU6-1227P
Fbll1,FBLL1
Tmie,TMIE
Mir103-1,MIR103A1
Tdg,TDG
Prss50,PRSS50
Pde4d,PDE4D
Or10a4,OR10A4
Gm24097,RNU6-924P
Ccdc8,CCDC8
Or9g20,OR9G1
Or4d10c,OR4D10
Or4d10,OR4D10
Or4d10b,OR4D10
Lrrc15,LRRC15
Fem1a,FEM1A
Fem1al,FEM1A
Cxxc1,CXXC1
Fam43a,FAM43A
Otog,OTOG
Gm54442,RNU6-1223P
Gm54479,RNU6-1223P
Fbn1,FBN1
Edem1,EDEM1
Ptprq,PTPRQ
Wdr88,WDR88
Lrp3,LRP3
Apoa4,APOA4
Scn11a,SCN11A
Lsm14b,LSM14B
Otogl,OTOGL
Or56a3b,OR56A3
Or56a3,OR56A3
Slc25a43,SLC25A43
Or51m1,OR51M1
Ggt5,GGT5
Or51i2,OR51I2
Or52k2,OR52K2
Stxbp2,STXBP2
Ccdc87,CCDC87
Htr2c,HTR2C
Or52m1,OR52M1
Ptpn1,PTPN1
Apool,APOOL
Or5m10b,OR5M1
Or5m10,OR5M1
Or51f2,OR51F2
Or8b3b,OR8B3
Or8b3,OR8B3
Or8b3b,OR8B2
Or8b3,OR8B2
Or10a3,OR10A3
Or10a49,OR10A3
Or10a3n,OR10A3
Or10a48,OR10A3
Or10a3m,OR10A3
Or10a3b,OR10A3
Or10a2,OR10A2
Or10a5,OR10A2
Or5a1,OR5A1
Oas1b,OAS1
Oas1f,OAS1
Oas1c,OAS1
Oas1a,OAS1
Oas1e,OAS1
Oas1h,OAS1
Oas1g,OAS1
Oas1d,OAS1
Gas6,GAS6
Or51g2,OR51G2
Or51a7,OR51A7
Gpr173,GPR173
Hpse2,HPSE2
Or52e4,OR52E4
Or5t9,OR5T1
Or5t17,OR5T1
Or5t5,OR5T1
Or6a2,OR6A2
Pabir2,PABIR2
Or51d1,OR51D1
Or51e1,OR51E1
Or2ag13,OR2AG2
Or2ag18,OR2AG2
Or2ag16,OR2AG2
Or2ag1,OR2AG2
Or2ag2,OR2AG2
Or2ag12,OR2AG2
Or2ag19,OR2AG2
Or2ag17,OR2AG2
Or2ag1b,OR2AG2
Or2ag20,OR2AG2
Or2ag15,OR2AG2
Or2ag2b,OR2AG2
Or10g9b,OR10G8
Or10g9,OR10G8
Or10g7,OR10G8
Krtap5-25,KRTAP5-8
Krtap5-23,KRTAP5-8
Krtap5-21,KRTAP5-8
Pabpc1l,PABPC1L
Abcc2,ABCC2
Fam187b,FAM187B
Or8j3,OR8J3
2510009E07Rik,C3orf70
Gm55969,RN7SKP212
Or51e2,OR51E2
Or10g9b,OR10G4
Or10g9,OR10G4
Or10g7,OR10G4
Cldn1,CLDN1
Spty2d1,SPTY2D1
Heatr4,HEATR4
Zic4,ZIC4
Accsl,ACCSL
Lypd4,LYPD4
Dmrtc2,DMRTC2
Zc3h11a,ZC3H11C
Nbdy,NBDY
Alx4,ALX4
Gpr82,GPR82
Snora3,SNORA3A
Gm24698,SNORA3A
Gm24888,SNORA3B
Klhl31,KLHL31
Gm24336,SNORA12
Mmp3,MMP3
Pkd2l1,PKD2L1
Shroom4,SHROOM4
Calhm5,CALHM5
Calhm4,CALHM4
Erfl,ERFL
Cd79a,CD79A
Slc4a11,SLC4A11
Rwdd1,RWDD1
Oas2,OAS2
Mir582,MIR582
Crx,CRX
Mmp12,MMP12
Zfp503,ZNF503
Pfkfb1,PFKFB1
Lrmda,LRMDA
Syt13,SYT13
Tgfbi,TGFBI
Pidd1,PIDD1
Itpkc,ITPKC
Rsph4a,RSPH4A
Gm22259,RNU6-673P
Ado,ADO
Amt,AMT
Gm25805,U6
Tnks2,TNKS2
Gm22476,RNU6-437P
Gm26133,RNU6-437P
Gm56128,SNORA73
Nfkbil1,NFKBIL1
Vps29,VPS29
Mast1,MAST1
Rad9b,RAD9B
Fgfbp3,FGFBP3
Fhip2a,FHIP2A
Sf3b5,SF3B5
Rsf1,RSF1
Dop1a,DOP1A
Tmem255b,TMEM255B
Smim32,SMIM32
Faap24,FAAP24
Or4f7,OR4F3
Sorcs1,SORCS1
Stk4,STK4
Ovch2,OVCH2
Pde4c,PDE4C
Il31ra,IL31RA
Or4d5,OR4D5
Or5d47,OR5D18
Or5d18,OR5D18
Or5d35,OR5D18
Or8k1,OR8K1
Or8i2,OR8I2
Or5ar1,OR5AR1
Or4a68,OR4A16
Or4a77,OR4A16
Or4a74,OR4A16
Or4a69,OR4A16
Or4a70,OR4A16
Or4a79,OR4A16
Or4a71,OR4A16
Or4a81,OR4A16
Or4a72,OR4A16
Or4a75,OR4A16
Or8g19,OR8G5
Or8g30,OR8G5
Or8g23,OR8G5
Or8g28,OR8G5
Or8g27,OR8G5
Or8g17,OR8G5
Or8g21,OR8G5
Or8g20,OR8G5
Or8g18,OR8G5
Or8g32,OR8G5
Or8g26,OR8G5
Or8g34,OR8G5
Proser2,PROSER2
Arglu1,ARGLU1
Ppp1cc,PPP1CC
Gm22805,RNU6-1095P
Gm25819,RNU6-88P
Gm22960,RNU6-88P
Cxcl12,CXCL12
Lnx2,LNX2
Patz1,PATZ1
1700024G13Rik,C10orf53
Or9q2,OR9Q2
Snord98,SNORD98
Or5as1,OR5AS1
Or2ag13,OR2AG1
Or2ag18,OR2AG1
Or2ag16,OR2AG1
Or2ag1,OR2AG1
Or2ag2,OR2AG1
Or2ag12,OR2AG1
Or2ag19,OR2AG1
Or2ag17,OR2AG1
Or2ag1b,OR2AG1
Or2ag20,OR2AG1
Or2ag15,OR2AG1
Or2ag2b,OR2AG1
Pitx3,PITX3
Or52n4b,OR52N4
Or52n4,OR52N4
Or8g19,OR8G1
Or8g30,OR8G1
Or8g23,OR8G1
Or8g28,OR8G1
Or8g27,OR8G1
Or8g17,OR8G1
Or8g21,OR8G1
Or8g20,OR8G1
Or8g18,OR8G1
Or8g32,OR8G1
Or8g26,OR8G1
Or8g34,OR8G1
Nanos1,NANOS1
Or4c117,OR4C15
Or4c115,OR4C15
Or4c110,OR4C15
Or4c111,OR4C15
Or4c120,OR4C15
Or4c116,OR4C15
Or4c108,OR4C15
Or4c112,OR4C15
Or4c113,OR4C15
Or4c119,OR4C15
Or4c121,OR4C15
Or4c15,OR4C15
Or4c107,OR4C15
Or4c114,OR4C15
Or4c124,OR4C15
Or4c122,OR4C15
Or4c15b,OR4C15
Or4c109,OR4C15
Or4c118,OR4C15
Snora19,SNORA19
Gm54426,SNORA19
Or51t4,OR51T1
Or8d2b,OR8D2
Or8d2,OR8D2
Or5m10b,OR5M10
Or5m10,OR5M10
Or6x1,OR6X1
Or8b12,OR8B12
Or8b12b,OR8B12
Or8b12c,OR8B12
Txn2,TXN2
Or8b4,OR8B4
3110040N11Rik,C15orf40
Or5m11,OR5M11
Or5m11b,OR5M11
Zswim3,ZSWIM3
Lhx5,LHX5
Or5m8,OR5M8
Mmp24,MMP24
Pcid2,PCID2
Or4c11b,OR4C11
Or4c11,OR4C11
Or4c11c,OR4C11
Fam90a1b,CXorf58
Or9i14,OR9I1
Or9i1b,OR9I1
Or9i1,OR9I1
Dusp13b,DUSP13B
Tsbp1,TSBP1
Ankrd52,ANKRD52
Pinlyp,PINLYP
Or5b21,OR5B21
Mc2r,MC2R
Or10ag57,OR10AG1
Or10ag54,OR10AG1
Or10ag2,OR10AG1
Or10ag55,OR10AG1
Or10ag56,OR10AG1
Cldn2,CLDN2
Or51i1,OR51I1
Rbl1,RBL1
Or52h1,OR52H1
Smad3,SMAD3
Or5t16,OR5T2
Or5t15,OR5T2
Or5t18,OR5T2
Or5t7,OR5T2
Psmg2,PSMG2
P2ry10,P2RY10
Ccdc73,CCDC73
Dusp13a,DUSP13A
Selenov,SELENOV
Pja1,PJA1
Vmn1r237,VN1R4
Vmn1r235,VN1R4
Vmn1r233,VN1R4
Vmn1r236,VN1R4
Vmn1r234,VN1R4
Tmem160,TMEM160
Zc3h4,ZC3H4
Ptchd1,PTCHD1
Il23a,IL23A
Or5ap2,OR5AP2
Or4d6,OR4D6
Bsn,BSN
Trabd,TRABD
Gm24612,RNU6-654P
Asb9,ASB9
Arhgap20,ARHGAP20
4933402N03Rik,C10orf120
Golt1b,GOLT1B
Psmd8,PSMD8
Amigo3,AMIGO3
Snord2,SNORD2
Gm24201,SNORA63B
Snora81,SNORA81
Gm22519,SNORA81
Gm26447,SNORA63
Gm24616,SNORA4
Foxl2,FOXL2
Epb42,EPB42
Prr23a1,PRR23A
Prr23a3,PRR23A
Prr23a4,PRR23A
Prr23a2,PRR23A
Prr23a1,PRR23B
Prr23a3,PRR23B
Prr23a4,PRR23B
Prr23a2,PRR23B
2310057M21Rik,C10orf88
Prr23a1,PRR23C
Prr23a3,PRR23C
Prr23a4,PRR23C
Prr23a2,PRR23C
Dipk2b,DIPK2B
Gm55625,PISRT1
Spx,SPX
Myt1,MYT1
Pstk,PSTK
Relb,RELB
Foxp3,FOXP3
Prrc1,PRRC1
Rnd1,RND1
Mir15b,MIR15B
Mir16-2,MIR16-2
Arl14,ARL14
Chmp2b,CHMP2B
Cdk2ap1rt,CDK2AP1
Cdk2ap1,CDK2AP1
Zfp296,ZNF296
Atrn,ATRN
Bltp3a,BLTP3A
Wnt5a,WNT5A
Dock6,DOCK6
Lrrk1,LRRK1
Usp14,USP14
Bri3bp,BRI3BP
Gpr62,GPR62
Tcp11,TCP11
Slc35a4,SLC35A4
Irx1,IRX1
Nuak1,NUAK1
Ntm,NTM
Trim23,TRIM23
Gm55671,RNU6-885P
Or6c8,OR2AP1
Or6c8b,OR2AP1
Or6c2,OR6C2
Sh2d4b,SH2D4B
1700034J05Rik,C12orf71
Tbc1d30,TBC1D30
Kif3b,KIF3B
Rnls,RNLS
Wbp4,WBP4
Bfsp1,BFSP1
Was,WAS
Gm24927,RNU6-540P
Gm22509,RNU6-540P
Msgn1,MSGN1
Trappc13,TRAPPC13
Rnf10,RNF10
Efna2,EFNA2
Spire1,SPIRE1
Dusp7,DUSP7
Gjd4,GJD4
Atp11a,ATP11A
Gdpd4,GDPD4
Fzd8,FZD8
Mirlet7g,MIRLET7G
Mir135a-1,MIR135A1
Or4m1,OR4M2B
Bap1,BAP1
Or4n4b,OR4N4C
Or4n4,OR4N4C
Procr,PROCR
Gdf7,GDF7
Tpbgl,TPBGL
Snord14a,SNORD14B
Gm22783,RNU6-593P
Atp5f1e,ATP5F1E
Zfp36l1,ZFP36L1
Ift46,IFT46
Kcng3,KCNG3
Fshr,FSHR
Kir3dl2,KIR2DS4
Kir3dl1,KIR2DS4
Dynlrb1,DYNLRB1
Bcl2l13,BCL2L13
Rnf225,RNF225
Plcg1,PLCG1
Zfy2,ZNF584
Zfy1,ZNF584
Serpina7,SERPINA7
Pcdh12,PCDH12
Sgpl1,SGPL1
BC048671,C3orf22
Postn,POSTN
Ppef1,PPEF1
Hnrnpa0,HNRNPA0
Cadm2,CADM2
Tmem72,TMEM72
Gm24612,RNU6-1190P
Cdk2,CDK2
Pmis2,PMIS2
Siglecg,SIGLEC16
Snurf,SNURF
Prkch,PRKCH
Usp34,USP34
Gm23516,RNU6-441P
Wnt8b,WNT8B
Snord107,SNORD107
Smtnl1,SMTNL1
Snord64,SNORD64
Hmgcs1,HMGCS1
Gm22373,SNORD116-10
Gad2,GAD2
Gm22373,SNORD116-25
Gm22373,SNORD116-26
Gm22373,SNORD116-27
Gm22373,SNORD116-28
Or51s1,OR51S1
BC048562,CIMIP7
Clrn1,CLRN1
Kcnk7,KCNK7
Glipr1l3,GLIPR1L1
Glipr1l1,GLIPR1L1
Tnf,TNF
Ccl28,CCL28
Otc,OTC
Ms4a4a,MS4A4E
Glipr1,GLIPR1
Gm23625,RNU6-1144P
Gm25792,RNU6-770P
Ostm1,OSTM1
Gm55982,RNU6-787P
Gm55074,RNU2-11P
Gm23118,RNU2-11P
Tmem167,TMEM167A
Or5p60,OR5P2
Or5p58,OR5P2
Or5p76,OR5P2
Or5p73,OR5P2
Or5p79,OR5P2
Or5p67,OR5P2
Or5p64,OR5P2
Or5p81,OR5P2
Or5p72,OR5P2
Or5p59,OR5P2
Or5p6,OR5P2
Or5p78,OR5P2
Or5p62,OR5P2
Or5p51,OR5P2
Or5p63,OR5P2
Or5p50,OR5P2
Or5p61,OR5P2
Or5p66,OR5P2
Or5p70,OR5P2
Or5p69,OR5P2
Or5p68,OR5P2
Tmem40,TMEM40
Vsig10l2,VSIG10L2
Gm22458,RNU6-1075P
C1ql3,C1QL3
Gm24507,SCARNA18
Septin5,SEPTIN5
Cyth2,CYTH2
Srgn,SRGN
Trhde,TRHDE
Agbl2,AGBL2
Pcdh19,PCDH19
Gm55962,RN7SKP209
Gm56077,RN7SKP117
Cga,CGA
Hexb,HEXB
Chmp4b,CHMP4BP1
Mir206,MIR206
Mir133b,MIR133B
Il17a,IL17A
Magix,MAGIX
Il17f,IL17F
Lbh,LBH
Or6c75,OR6C75
Or6c76,OR6C76
Or6c76b,OR6C76
Gje1,GJE1
Pgr,PGR
Or6c6c,OR6C6
Or6c6,OR6C6
Ly6g5b,LY6G5B
Anp32a,ANP32D
Taar8c,TAAR8
Taar8b,TAAR8
Taar8a,TAAR8
Taar9,TAAR9
Cdx4,CDX4
Tmem217b,TMEM217B
Rps6ka6,RPS6KA6
Ly6g5c,LY6G5C
Lalba,LALBA
Or2i1,OR2I1
Irak1bp1,IRAK1BP1
Neurod4,NEUROD4
Bcl11a,BCL11A
Snora7a,SNORA7A
Prkag1,PRKAG1
Lrfn2,LRFN2
Mocos,MOCOS
Mcm8,MCM8
1700102P08Rik,C3orf62
Dennd6b,DENND6B
Mdn1,MDN1
Gm24399,RNU6-1186P
Fat2,FAT2
Tceal5,TCEAL5
Tceal6,TCEAL5
Tceal3,TCEAL5
Cimap1a,CIMAP1A
Trp63,TP63
Oaz2,OAZ2
Msx2,MSX2
Magea13,MAGEA2
Ropn1l,ROPN1L
Trim3,TRIM3
Lgals9,LGALS14
Gm25280,RNU1-88P
Cpne5,CPNE5
Cebpa,CEBPA
Zfp536,ZNF536
Trmt6,TRMT6
Tacr1,TACR1
Tnni2,TNNI2
Ppara,PPARA
Zc3h12d,ZC3H12D
Gm54754,RN7SKP71
Cib4,CIB4
Hectd4,HECTD4
Fam174a,FAM174A
Erg,ERG
Or8h6,OR8H1
Or8h8,OR8H1
Or8h9,OR8H1
Or8h7,OR8H1
Or8h10,OR8H1
Guca1a,GUCA1A
Mybpc3,MYBPC3
Actbl2,ACTBL2
Slx4ip,SLX4IP
H2ac1,H2AC1
H2bc1,H2BC1
Glp1r,GLP1R
Magea13,MAGEA4
Rab31,RAB31
Crls1,CRLS1
Dnah6,DNAH6
Saysd1,SAYSD1
Pcdh1,PCDH1
Sbsn,SBSN
Gapdhs,GAPDHS
2310057J18Rik,C6orf58
Mtcl3,MTCL3
Fgf6,FGF6
Ddit3,DDIT3
Ncoa6,NCOA6
Ttbk1,TTBK1
Atp4a,ATP4A
Cntn5,CNTN5
Acaa2,ACAA2
Fam110c,FAM110C
Tmem132c,TMEM132C
Yipf6,YIPF6
Clec12b,CLEC12B
Alk,ALK
Mrap,MRAP
Gm23205,RNU6-678P
Mdfic2,MDFIC2
Rpp14,RPP14
Itgb2,ITGB2
Ceacam20,CEACAM20
Ascl4,ASCL4
Tmem132b,TMEM132B
Tfip11,TFIP11
Pex5l,PEX5L
Rassf9,RASSF9
Zfp449,ZNF449
Ceacam16,CEACAM16
Gm25116,SNORA70
Fgd4,FGD4
Fdx2,FDX2
Tfe3,TFE3
Nav2,NAV2
Gpx4,GPX4
Gja3,GJA3
Utrn,UTRN
Xpo4,XPO4
L1cam,L1CAM
Tgds,TGDS
Tulp2,TULP2
Cimip2c,CIMIP2C
Il1b,IL1B
Ptov1,PTOV1
Zfp407,ZNF407
Col4a1,COL4A1
Sh3rf3,SH3RF3
Dst,DST
Tmem182,TMEM182
Npc1,NPC1
Psma7,PSMA7
Zbed4,ZBED4
Srrd,SRRD
Naa20,NAA20
Rasl10a,RASL10A
Or6c3,OR6C3
Wbp2nl,WBP2NL
E2f1,E2F1
Nxph2,NXPH2
Krt4,KRT4
Krt79,KRT79
Itpa,ITPA
Htd2,HTD2
Hmgxb4,HMGXB4
Tmem185b,TMEM185B
Krt78,KRT78
Crygs,CRYGS
Or6c74,OR6C74
H2aj,H2AJ
Erp27,ERP27
Il5ra,IL5RA
Or10p1,OR10P1
Esrrb,ESRRB
Rinl,RINL
Kmt2d,KMT2D
Ccer2,CCER2
Sowahc,SOWAHC
Samm50,SAMM50
Dyrk1b,DYRK1B
Gpr83,GPR83
Lrp1b,LRP1B
Syne2,SYNE2
A930018P22Rik,C11orf91
Or5b12,OR5B12
Or5b12b,OR5B12
Or51v8,OR51V1
Or51v14,OR51V1
Or8k30,OR8K3
Or8k35,OR8K3
Or8k41,OR8K3
Or8k39,OR8K3
Or8k22,OR8K3
Or8k40,OR8K3
Or8k33,OR8K3
Or8k37,OR8K3
Or8k27,OR8K3
Or8k38,OR8K3
Or8k28,OR8K3
Or8k3,OR8K3
Or8k31,OR8K3
Or8k25,OR8K3
Or8k3b,OR8K3
Or8k24,OR8K3
Or8k32,OR8K3
Rmc1,RMC1
Or9g4,OR9G4
H2ax,H2AX
Zglp1,ZGLP1
Apmap,APMAP
Aplnr,APLNR
Htr3b,HTR3B
Kcnj3,KCNJ3
Strn4,STRN4
Ifitm7,IFITM2
Ifitm1,IFITM2
Ifitm2,IFITM2
Ifitm3,IFITM2
Hsph1,HSPH1
Chm,CHM
Hrh3,HRH3
Gm24491,RNU6-511P
Nsun3,NSUN3
Paxbp1,PAXBP1
Or5p80,OR5P3
Or5p57,OR5P3
Dido1,DIDO1
Wnt1,WNT1
Arl13b,ARL13B
Tmt1b,TMT1B
Tbr1,TBR1
Nos1,NOS1
Slc25a18,SLC25A18
Pin4,PIN4
Pou2af1,POU2AF1
Rit2,RIT2
Gm26105,RNU2-60P
Mir34b,MIR34B
Mir34c,MIR34C
Btg4,BTG4
BC031181,C18orf32
Tmem86a,TMEM86A
Huwe1,HUWE1
Mbd1,MBD1
Nwd1,NWD1
Tmbim4,TMBIM4
Mrgpra2b,MRGPRX2
Mrgprb8,MRGPRX2
Mrgprb4,MRGPRX2
Mrgprb3,MRGPRX2
Mrgpra3,MRGPRX2
Mrgpra9,MRGPRX2
Mrgpra4,MRGPRX2
Mrgprb5,MRGPRX2
Mrgpra6,MRGPRX2
Mrgprx1,MRGPRX2
Mrgpra2a,MRGPRX2
Mrgprb1,MRGPRX2
Mrgpra1,MRGPRX2
Mrgprb2,MRGPRX2
Mrgprx2,MRGPRX2
Acot8,ACOT8
Mrgpra2b,MRGPRX1
Mrgprb8,MRGPRX1
Mrgprb4,MRGPRX1
Mrgprb3,MRGPRX1
Mrgpra3,MRGPRX1
Mrgpra9,MRGPRX1
Mrgpra4,MRGPRX1
Mrgprb5,MRGPRX1
Mrgpra6,MRGPRX1
Mrgprx1,MRGPRX1
Mrgpra2a,MRGPRX1
Mrgprb1,MRGPRX1
Mrgpra1,MRGPRX1
Mrgprb2,MRGPRX1
Mrgprx2,MRGPRX1
Or5t9,OR5T3
Or5t17,OR5T3
Or5t5,OR5T3
Or52e5,OR52E5
Izumo1r,IZUMO1R
Taf10,TAF10
Ascl3,ASCL3
Or51f1,OR51F1
Or51f1d,OR51F1
Or51f1e,OR51F1
Pou2af2,POU2AF2
Pou2af3,POU2AF3
Gabpa,GABPA
Cyp8b1,CYP8B1
Rnf26,RNF26
Gm49380,RNF26
Rnf26rt,RNF26
Iqcf1,IQCF1
C1qtnf5,C1QTNF5
Or6c1,OR6C1
Or6c1b,OR6C1
Mfrp,MFRP
Tpx2,TPX2
Acsm4,ACSM4
Iqcf5,IQCF5
Scn10a,SCN10A
Acacb,ACACB
Actl9,ACTL9
Zfp628,ZNF628
Fgf4,FGF4
Cxcr5,CXCR5
Inhbb,INHBB
Upk2,UPK2
Zfp595,ZNF682
Zfp738,ZNF682
Zfp457,ZNF682
Zfp953,ZNF682
Zfp385b,ZNF385B
Gm25716,RNU6-454P
Eaf1,EAF1
Foxr1,FOXR1
Gm56054,RNU6-1024P
Trex1,TREX1
Ucn2,UCN2
Nlrp10,NLRP10
Mir711,MIR711
Tmem89,TMEM89
Arl4c,ARL4C
Kremen1,KREMEN1
Celsr3,CELSR3
Mdh1b,MDH1B
Carm1,CARM1
Slc25a30,SLC25A30
Osbp2,OSBP2
Smim35,SMIM35
Gtf2a1l,GTF2A1L
Spaca6,SPACA6
Pou6f1,POU6F1
Angptl8,ANGPTL8
Mrpl34,MRPL34
H4c2,H4C16
H4c11,H4C16
1700113H08Rik,C12orf42
Ano8,ANO8
Pax6,PAX6
Gpr180,GPR180
Zswim2,ZSWIM2
Zmym5,ZMYM5
Ccdc194,CCDC194
Piwil1,PIWIL1
Itprid2,ITPRID2
Catsperg1,CATSPERG
Catsperg2,CATSPERG
Tbc1d4,TBC1D4
Pigx,PIGX
Col9a1,COL9A1
Tmem120b,TMEM120B
Txnrd3,TXNRD3
Gart,GART
Fosb,FOSB
Micu2,MICU2
Rhof,RHOF
Akap6,AKAP6
Gdpd2,GDPD2
Tlr9,TLR9
1110032F04Rik,C3orf80
Kdelr3,KDELR3
Or5k1b,OR5K1
Or5k1,OR5K1
Tmem207,TMEM207
Dnah7c,DNAH7
Dnah7a,DNAH7
Dnah7b,DNAH7
Plscr5,PLSCR5
Brd1,BRD1
Prrg3,PRRG3
Nr1i2,NR1I2
Eif1ax,EIF1AX
Mir26a-2,MIR26A2
Mbd3l1,MBD3L1
Muc19,MUC19
Muc16,MUC16
Snw1,SNW1
Tmco3,TMCO3
Tnnc1,TNNC1
Smlr1,SMLR1
Mid1ip1,MID1IP1
Prrc2a,PRRC2A
Dpp10,DPP10
Dnah1,DNAH1
Avil,AVIL
Nlgn4l,NLGN4X
Gm22476,RNU6-700P
Gm26133,RNU6-700P
Clec2i,CLEC2D
Clec2e,CLEC2D
Clec2h,CLEC2D
Clec2g,CLEC2D
Clec2d,CLEC2D
Pirb,LILRA6
Lilra6,LILRA6
Pira12,LILRA6
Pira13,LILRA6
Lilra5,LILRA6
Pira1,LILRA6
Pira2,LILRA6
Tab1,TAB1
Adss1,ADSS1
Grm1,GRM1
Cspg5,CSPG5
Snx12,SNX12
Kir3dl2,KIR3DL1
Kir3dl1,KIR3DL1
Vwc2l,VWC2L
Cd69,CD69
Ccdc157,CCDC157
Magea13,MAGEA12
Smoc1,SMOC1
Camp,CAMP
Zc3h12b,ZC3H12B
Efnb2,EFNB2
5031439G07Rik,KIAA0930
Ube2c,UBE2C
Fbxw24,FBXW12
Fbxw13,FBXW12
Fbxw18,FBXW12
Fbxw22,FBXW12
Fbxw20,FBXW12
Fbxw28,FBXW12
Fbxw27,FBXW12
Fbxw21,FBXW12
Fbxw25,FBXW12
Fbxw19,FBXW12
Fbxw15,FBXW12
Fbxw16,FBXW12
Fbxw26,FBXW12
Fbxw14,FBXW12
Elf1,ELF1
Ndufb11b,NDUFB11
Ndufb11,NDUFB11
Abca12,ABCA12
Trpd52l3,TPD52L3
Rasgrp4,RASGRP4
B3gat2,B3GAT2
Hmgb3,HMGB3
Plxna1,PLXNA1
Clec12a,CLEC12A
Vegfa,VEGFA
Pes1,PES1
Gm55985,RNU6-138P
Or5h23,OR5H8
Or5h26,OR5H8
Or5h25,OR5H8
Or5h19,OR5H8
Or5h22,OR5H8
Or5h18,OR5H8
Or5h17,OR5H8
Or5h23,OR5H1
Or5h26,OR5H1
Or5h25,OR5H1
Or5h19,OR5H1
Or5h22,OR5H1
Or5h18,OR5H1
Or5h17,OR5H1
Or5h23,OR5H14
Or5h26,OR5H14
Or5h25,OR5H14
Or5h19,OR5H14
Or5h22,OR5H14
Or5h18,OR5H14
Or5h17,OR5H14
Med14,MED14
Or5h23,OR5H6
Or5h26,OR5H6
Or5h25,OR5H6
Or5h19,OR5H6
Or5h22,OR5H6
Or5h18,OR5H6
Or5h17,OR5H6
Serpina9,SERPINA9
Fam240a,FAM240A
Rtp3,RTP3
Gm25081,RNU6-327P
Gm22980,SNORD38C
Gm22200,SNORD63
Gm55613,7SK
Ankrd10,ANKRD10
Kalrn,KALRN
Gprc5d,GPRC5D
Dyrk4,DYRK4
Itm2c,ITM2C
Tedc1,TEDC1
Mtmr6,MTMR6
Kcna6,KCNA6
Kcna1,KCNA1
Gm23848,RNU6-199P
Tmprss12,TMPRSS12
Gm973,KIAA2012
Higd1c,HIGD1C
Pou1f1,POU1F1
